Date,Nifty50_Open ,Nifty50_High,Nifty50_Low,Nifty50_Close,Nifty50_Shares Traded,Nifty50_Turnover (? Cr),Bank_Open ,Bank_High ,Bank_Low,Bank_Close,Bank_Shares Traded,Bank_Turnover (? Cr),Next_Date,Next_Nifty50_Open ,Next_Nifty50_High,Next_Nifty50_Low,Next_Nifty50_Close,Next_Nifty50_Shares Traded,Next_Nifty50_Turnover (? Cr),Next_Bank_Open ,Next_Bank_High ,Next_Bank_Low,Next_Bank_Close,Next_Bank_Shares Traded,Next_Bank_Turnover (? Cr)
07-Mar-24,22505.3,22525.65,22430,22493.55,379865142,33558.46,48035.8,48071.7,47747.2,47835.8,146312130,8873.38,11-Mar-24,22517.5,22526.6,22307.25,22332.65,277897373,27222.37,47792.2,47853.8,47230.65,47327.85,204168522,10257.14
11-Mar-24,22517.5,22526.6,22307.25,22332.65,277897373,27222.37,47792.2,47853.8,47230.65,47327.85,204168522,10257.14,12-Mar-24,22334.45,22452.55,22256,22335.7,299201167,29781.12,47351.35,47812.75,46884.45,47282.4,207215490,13545.13
12-Mar-24,22334.45,22452.55,22256,22335.7,299201167,29781.12,47351.35,47812.75,46884.45,47282.4,207215490,13545.13,13-Mar-24,22432.2,22446.75,21905.65,21997.7,493341697,40109.23,47341.15,47468.7,46842.15,46981.3,274610911,14793.18
13-Mar-24,22432.2,22446.75,21905.65,21997.7,493341697,40109.23,47341.15,47468.7,46842.15,46981.3,274610911,14793.18,14-Mar-24,21982.55,22204.6,21917.5,22146.65,426742460,37348.3,46825.75,47231.5,46565.55,46789.95,220394655,11310.48
14-Mar-24,21982.55,22204.6,21917.5,22146.65,426742460,37348.3,46825.75,47231.5,46565.55,46789.95,220394655,11310.48,15-Mar-24,22064.85,22120.9,21931.7,22023.35,661460455,60260.88,46572.1,46802.55,46310.5,46594.1,339276817,26718.21
15-Mar-24,22064.85,22120.9,21931.7,22023.35,661460455,60260.88,46572.1,46802.55,46310.5,46594.1,339276817,26718.21,18-Mar-24,21990.1,22123.7,21916.55,22055.7,356321519,23015.51,46458.75,46739.25,46022.15,46575.9,151328904,6888.3
18-Mar-24,21990.1,22123.7,21916.55,22055.7,356321519,23015.51,46458.75,46739.25,46022.15,46575.9,151328904,6888.3,19-Mar-24,21946.45,21978.3,21793.1,21817.45,344157465,30291.6,46421.9,46602.35,46258.75,46384.8,147080034,8734.12
19-Mar-24,21946.45,21978.3,21793.1,21817.45,344157465,30291.6,46421.9,46602.35,46258.75,46384.8,147080034,8734.12,20-Mar-24,21843.9,21930.9,21710.2,21839.1,312414696,28939.85,46392.9,46655.55,45828.8,46310.9,210365443,11766.43
20-Mar-24,21843.9,21930.9,21710.2,21839.1,312414696,28939.85,46392.9,46655.55,45828.8,46310.9,210365443,11766.43,21-Mar-24,21989.9,22080.95,21941.3,22011.95,353172434,31258.4,46674.85,46990.25,46570.15,46684.9,150392246,8896.96
21-Mar-24,21989.9,22080.95,21941.3,22011.95,353172434,31258.4,46674.85,46990.25,46570.15,46684.9,150392246,8896.96,22-Mar-24,21932.2,22180.7,21883.3,22096.75,388656439,39023.19,46634.9,46974.15,46566.8,46863.75,172184807,10851.42
22-Mar-24,21932.2,22180.7,21883.3,22096.75,388656439,39023.19,46634.9,46974.15,46566.8,46863.75,172184807,10851.42,26-Mar-24,21947.9,22073.2,21947.55,22004.7,328403719,33382.08,46552.95,46788.35,46529.05,46600.2,171655734,11171.03
26-Mar-24,21947.9,22073.2,21947.55,22004.7,328403719,33382.08,46552.95,46788.35,46529.05,46600.2,171655734,11171.03,27-Mar-24,22053.95,22193.6,22052.85,22123.65,409136866,38830.73,46643.45,46956.1,46643.45,46785.95,285050400,16539.74
27-Mar-24,22053.95,22193.6,22052.85,22123.65,409136866,38830.73,46643.45,46956.1,46643.45,46785.95,285050400,16539.74,28-Mar-24,22163.6,22516,22163.6,22326.9,407422815,45656.57,46827.85,47440.45,46827.85,47124.6,347979603,13594.54
28-Mar-24,22163.6,22516,22163.6,22326.9,407422815,45656.57,46827.85,47440.45,46827.85,47124.6,347979603,13594.54,01-Apr-24,22455,22529.95,22427.75,22462,243637071,21420.69,47391.05,47646.8,47373.1,47578.25,134089417,6573
01-Apr-24,22455,22529.95,22427.75,22462,243637071,21420.69,47391.05,47646.8,47373.1,47578.25,134089417,6573,02-Apr-24,22458.8,22497.6,22388.15,22453.3,289524237,27940.93,47490.75,47707.35,47408.55,47545.45,183398624,10412.26
02-Apr-24,22458.8,22497.6,22388.15,22453.3,289524237,27940.93,47490.75,47707.35,47408.55,47545.45,183398624,10412.26,03-Apr-24,22385.7,22521.1,22346.5,22434.65,309647491,30793.28,47350.25,47676.95,47279.8,47624.25,283779413,13792.53
03-Apr-24,22385.7,22521.1,22346.5,22434.65,309647491,30793.28,47350.25,47676.95,47279.8,47624.25,283779413,13792.53,04-Apr-24,22592.1,22619,22303.8,22514.65,400986156,40705.56,48086.2,48254.65,47712.7,48060.8,324271925,18895.59
04-Apr-24,22592.1,22619,22303.8,22514.65,400986156,40705.56,48086.2,48254.65,47712.7,48060.8,324271925,18895.59,05-Apr-24,22486.4,22537.6,22427.6,22513.7,242244731,24797.82,48104.65,48557.4,47894.5,48493.05,214305236,11909.32
05-Apr-24,22486.4,22537.6,22427.6,22513.7,242244731,24797.82,48104.65,48557.4,47894.5,48493.05,214305236,11909.32,08-Apr-24,22578.35,22697.3,22550.35,22666.3,227633561,22480.2,48586.75,48716.95,48424.65,48581.7,263381555,7900.46
08-Apr-24,22578.35,22697.3,22550.35,22666.3,227633561,22480.2,48586.75,48716.95,48424.65,48581.7,263381555,7900.46,09-Apr-24,22765.1,22768.4,22612.25,22642.75,232356772,21651.69,48810.8,48960.75,48568.25,48730.55,147583296,7024.79
09-Apr-24,22765.1,22768.4,22612.25,22642.75,232356772,21651.69,48810.8,48960.75,48568.25,48730.55,147583296,7024.79,10-Apr-24,22720.25,22775.7,22673.7,22753.8,276847931,25355.05,48879.55,49057.4,48669.25,48986.6,247065747,9611.82
10-Apr-24,22720.25,22775.7,22673.7,22753.8,276847931,25355.05,48879.55,49057.4,48669.25,48986.6,247065747,9611.82,12-Apr-24,22677.4,22726.45,22503.75,22519.4,357187778,36456.91,48671.2,48882.65,48477.55,48564.55,207985339,10643.84
12-Apr-24,22677.4,22726.45,22503.75,22519.4,357187778,36456.91,48671.2,48882.65,48477.55,48564.55,207985339,10643.84,15-Apr-24,22339.05,22427.45,22259.55,22272.5,355465814,29474.59,48057.5,48255.5,47725.8,47773.25,197115142,7882.76
15-Apr-24,22339.05,22427.45,22259.55,22272.5,355465814,29474.59,48057.5,48255.5,47725.8,47773.25,197115142,7882.76,16-Apr-24,22125.3,22213.75,22079.45,22147.9,317267066,28661.04,47436.7,47609,47316.55,47484.8,186069576,7841.45
16-Apr-24,22125.3,22213.75,22079.45,22147.9,317267066,28661.04,47436.7,47609,47316.55,47484.8,186069576,7841.45,18-Apr-24,22212.35,22326.5,21961.7,21995.85,456906707,43314.67,47592.7,47829.75,46982.15,47069.45,186371057,10326.12
18-Apr-24,22212.35,22326.5,21961.7,21995.85,456906707,43314.67,47592.7,47829.75,46982.15,47069.45,186371057,10326.12,19-Apr-24,21861.5,22179.55,21777.65,22147,362530569,36073.63,46744.95,47668.7,46579.05,47574.15,164580371,9513.25
19-Apr-24,21861.5,22179.55,21777.65,22147,362530569,36073.63,46744.95,47668.7,46579.05,47574.15,164580371,9513.25,22-Apr-24,22336.9,22375.65,22198.15,22336.4,279259571,26841.2,48145.7,48146.3,47628.45,47924.9,177719481,9898.66
22-Apr-24,22336.9,22375.65,22198.15,22336.4,279259571,26841.2,48145.7,48146.3,47628.45,47924.9,177719481,9898.66,23-Apr-24,22447.05,22447.55,22349.45,22368,231520813,25651.64,48299.6,48302.7,47899.3,47970.45,141110604,7677.26
23-Apr-24,22447.05,22447.55,22349.45,22368,231520813,25651.64,48299.6,48302.7,47899.3,47970.45,141110604,7677.26,24-Apr-24,22421.55,22476.45,22384,22402.4,235898642,21925.6,48120.9,48246.2,48028.7,48189,112159300,5867.57
24-Apr-24,22421.55,22476.45,22384,22402.4,235898642,21925.6,48120.9,48246.2,48028.7,48189,112159300,5867.57,25-Apr-24,22316.9,22625.95,22305.25,22570.35,475044740,53803.8,47772.65,48625.45,47737.2,48494.95,337412581,27018.59
25-Apr-24,22316.9,22625.95,22305.25,22570.35,475044740,53803.8,47772.65,48625.45,47737.2,48494.95,337412581,27018.59,26-Apr-24,22620.4,22620.4,22385.55,22419.95,329887340,36984.89,48660,48679.65,48088.25,48201.05,208118242,12146.84
26-Apr-24,22620.4,22620.4,22385.55,22419.95,329887340,36984.89,48660,48679.65,48088.25,48201.05,208118242,12146.84,29-Apr-24,22475.55,22655.8,22441.9,22643.4,291957361,32431.45,48359.9,49473.6,48342.7,49424.05,327134115,15966.76
29-Apr-24,22475.55,22655.8,22441.9,22643.4,291957361,32431.45,48359.9,49473.6,48342.7,49424.05,327134115,15966.76,30-Apr-24,22679.65,22783.35,22568.4,22604.85,361859375,38741.7,49477.1,49974.75,49249.9,49396.75,402874252,20351.02
30-Apr-24,22679.65,22783.35,22568.4,22604.85,361859375,38741.7,49477.1,49974.75,49249.9,49396.75,402874252,20351.02,02-May-24,22567.85,22710.5,22567.85,22648.2,445909456,43133.31,49262,49529.35,49123.6,49231.05,291857104,16230.32
02-May-24,22567.85,22710.5,22567.85,22648.2,445909456,43133.31,49262,49529.35,49123.6,49231.05,291857104,16230.32,03-May-24,22766.35,22794.7,22348.05,22475.85,438060727,44432.55,49375.05,49607.75,48659.7,48923.55,222964426,12837.75
03-May-24,22766.35,22794.7,22348.05,22475.85,438060727,44432.55,49375.05,49607.75,48659.7,48923.55,222964426,12837.75,06-May-24,22561.6,22588.8,22409.45,22442.7,320255789,33417.53,49174.55,49252.65,48784,48895.3,340187386,15200.24
06-May-24,22561.6,22588.8,22409.45,22442.7,320255789,33417.53,49174.55,49252.65,48784,48895.3,340187386,15200.24,07-May-24,22489.75,22499.05,22232.05,22302.5,297815469,31512.26,48965.05,49023.5,48213.75,48285.35,230306618,10179.38
07-May-24,22489.75,22499.05,22232.05,22302.5,297815469,31512.26,48965.05,49023.5,48213.75,48285.35,230306618,10179.38,08-May-24,22231.2,22368.65,22185.2,22302.5,277438692,29717.33,48124.2,48223.05,47851.15,48021.1,286041100,13795.53
08-May-24,22231.2,22368.65,22185.2,22302.5,277438692,29717.33,48124.2,48223.05,47851.15,48021.1,286041100,13795.53,09-May-24,22224.8,22307.75,21932.4,21957.5,331327454,37870.88,47976.35,48258.65,47440.65,47487.9,272914366,13331.32
09-May-24,22224.8,22307.75,21932.4,21957.5,331327454,37870.88,47976.35,48258.65,47440.65,47487.9,272914366,13331.32,10-May-24,21990.95,22131.3,21950.3,22055.2,265804411,28717.71,47555.5,47868.7,47313.35,47421.1,218854712,10013.36
,,,,,,,,,,,,,,,,,,,,,,,,,
