Date,Price,Open,High,Low,Vol.,Change %,IC_Date,IC_Price,IC_Open,IC_High,IC_Low,IC_Vol.,IC_Change %,Sb_Date,Sb_Price,Sb_Open,Sb_High,Sb_Low,Sb_Vol.,Sb_Change %,axi_Date,axi_Price,axi_Open,axi_High,axi_Low,axi_Vol.,axi_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,indu_Date,indu_Price,indu_Open,indu_High,indu_Low,indu_Vol.,indu_Change %,auf_Date,auf_Price,auf_Open,auf_High,auf_Low,auf_Vol.,auf_Change %,ban_Date,ban_Price,ban_Open,ban_High,ban_Low,ban_Vol.,ban_Change %,bob_Date,bob_Price,bob_Open,bob_High,bob_Low,bob_Vol.,bob_Change %,feb_Date,feb_Price,feb_Open,feb_High,feb_Low,feb_Vol.,feb_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,pn_Date,pn_Price,pn_Open,pn_High,pn_Low,pn_Vol.,pn_Change %,bank_Date,bank_Open,bank_High,bank_Low,bank_Close,bank_Shares Traded ,bank_Turnover (? Cr),Next_Date,Next_Price,Next_Open,Next_High,Next_Low,Next_Vol.,Next_Change %,Next_IC_Date,Next_IC_Price,Next_IC_Open,Next_IC_High,Next_IC_Low,Next_IC_Vol.,Next_IC_Change %,Next_Sb_Date,Next_Sb_Price,Next_Sb_Open,Next_Sb_High,Next_Sb_Low,Next_Sb_Vol.,Next_Sb_Change %,Next_axi_Date,Next_axi_Price,Next_axi_Open,Next_axi_High,Next_axi_Low,Next_axi_Vol.,Next_axi_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_indu_Date,Next_indu_Price,Next_indu_Open,Next_indu_High,Next_indu_Low,Next_indu_Vol.,Next_indu_Change %,Next_auf_Date,Next_auf_Price,Next_auf_Open,Next_auf_High,Next_auf_Low,Next_auf_Vol.,Next_auf_Change %,Next_ban_Date,Next_ban_Price,Next_ban_Open,Next_ban_High,Next_ban_Low,Next_ban_Vol.,Next_ban_Change %,Next_bob_Date,Next_bob_Price,Next_bob_Open,Next_bob_High,Next_bob_Low,Next_bob_Vol.,Next_bob_Change %,Next_feb_Date,Next_feb_Price,Next_feb_Open,Next_feb_High,Next_feb_Low,Next_feb_Vol.,Next_feb_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_pn_Date,Next_pn_Price,Next_pn_Open,Next_pn_High,Next_pn_Low,Next_pn_Vol.,Next_pn_Change %,Next_bank_Date,Next_bank_Open,Next_bank_High,Next_bank_Low,Next_bank_Close,Next_bank_Shares Traded ,Next_bank_Turnover (? Cr)
12-04-2019,"1,343.45","1,343.20","1,348.00","1,336.55",1.70M,0.02%,12-04-2019,394.6,390.6,395.55,388.25,7.04M,1.17%,12-04-2019,315.25,314.6,316.4,311.2,14.75M,0.11%,12-04-2019,764.35,753.4,766.75,751.6,4.67M,1.60%,12-04-2019,"1,130.11","1,123.55","1,133.58","1,123.55",4.59M,0.34%,12-04-2019,"1,736.80","1,743.50","1,744.45","1,726.10",1.03M,-0.22%,12-04-2019,296,293.5,298.5,293.48,399.70K,0.30%,12-04-2019,534,540,543.4,532.35,217.32K,-1.05%,12-04-2019,131.15,128.7,132,127.9,15.55M,1.90%,12-04-2019,96.6,96.6,97.5,96.05,6.86M,0.16%,12-04-2019,54.2,54.4,54.85,53.9,8.58M,-0.37%,12-04-2019,93.35,92.8,93.6,92.2,20.15M,0.70%,12-Apr-19,29780.55,30000.95,29707,29938.55,104858970,3137.74,11-04-2019,"1,343.20","1,349.70","1,349.95","1,333.55",1.35M,-0.50%,11-04-2019,390.05,394.5,394.5,387.55,8.70M,-1.05%,11-04-2019,314.9,311,315.4,308.7,14.90M,1.29%,11-04-2019,752.3,760.5,761.35,747,5.37M,-1.12%,11-04-2019,"1,126.24","1,119.96","1,128.99","1,115.99",4.40M,0.90%,11-04-2019,"1,740.65","1,748.90","1,752.90","1,727.80",965.88K,-0.39%,11-04-2019,295.12,292,295.88,289,430.68K,0.80%,11-04-2019,539.65,543,547.75,537.1,269.57K,-1.82%,11-04-2019,128.7,129.55,130.2,127.7,13.87M,-0.77%,11-04-2019,96.45,97.7,98.15,95.9,11.22M,-1.38%,11-04-2019,54.4,54.7,54.85,53.8,8.46M,-0.27%,11-04-2019,92.7,93.4,93.55,92,20.08M,-0.70%,11-Apr-19,29841.85,29852.25,29640.25,29786.1,108247929,3168.46
11-04-2019,"1,343.20","1,349.70","1,349.95","1,333.55",1.35M,-0.50%,11-04-2019,390.05,394.5,394.5,387.55,8.70M,-1.05%,11-04-2019,314.9,311,315.4,308.7,14.90M,1.29%,11-04-2019,752.3,760.5,761.35,747,5.37M,-1.12%,11-04-2019,"1,126.24","1,119.96","1,128.99","1,115.99",4.40M,0.90%,11-04-2019,"1,740.65","1,748.90","1,752.90","1,727.80",965.88K,-0.39%,11-04-2019,295.12,292,295.88,289,430.68K,0.80%,11-04-2019,539.65,543,547.75,537.1,269.57K,-1.82%,11-04-2019,128.7,129.55,130.2,127.7,13.87M,-0.77%,11-04-2019,96.45,97.7,98.15,95.9,11.22M,-1.38%,11-04-2019,54.4,54.7,54.85,53.8,8.46M,-0.27%,11-04-2019,92.7,93.4,93.55,92,20.08M,-0.70%,11-Apr-19,29841.85,29852.25,29640.25,29786.1,108247929,3168.46,10-04-2019,"1,349.90","1,338.05","1,367.95","1,338.05",3.03M,0.63%,10-04-2019,394.2,395.55,398.8,392.7,14.00M,-0.74%,10-04-2019,310.9,314.85,317.05,310,19.24M,-1.22%,10-04-2019,760.85,761.25,767.9,758,5.93M,-0.33%,10-04-2019,"1,116.19","1,122.50","1,139.46","1,113.02",54.06M,-2.18%,10-04-2019,"1,747.45","1,766.05","1,778.95","1,742.20",1.89M,-1.11%,10-04-2019,292.77,292.7,296.95,291.75,431.55K,0.46%,10-04-2019,549.65,551.85,556.6,542.05,736.81K,-0.48%,10-04-2019,129.7,131.95,132.7,129.1,15.72M,-1.78%,10-04-2019,97.8,97.7,99.1,97.35,9.77M,-0.36%,10-04-2019,54.55,54.4,55.05,54.1,10.93M,-0.18%,10-04-2019,93.35,94,94.95,93.05,24.77M,-1.06%,10-Apr-19,29916.6,30155.75,29768.1,29803.5,165250173,9946.96
10-04-2019,"1,349.90","1,338.05","1,367.95","1,338.05",3.03M,0.63%,10-04-2019,394.2,395.55,398.8,392.7,14.00M,-0.74%,10-04-2019,310.9,314.85,317.05,310,19.24M,-1.22%,10-04-2019,760.85,761.25,767.9,758,5.93M,-0.33%,10-04-2019,"1,116.19","1,122.50","1,139.46","1,113.02",54.06M,-2.18%,10-04-2019,"1,747.45","1,766.05","1,778.95","1,742.20",1.89M,-1.11%,10-04-2019,292.77,292.7,296.95,291.75,431.55K,0.46%,10-04-2019,549.65,551.85,556.6,542.05,736.81K,-0.48%,10-04-2019,129.7,131.95,132.7,129.1,15.72M,-1.78%,10-04-2019,97.8,97.7,99.1,97.35,9.77M,-0.36%,10-04-2019,54.55,54.4,55.05,54.1,10.93M,-0.18%,10-04-2019,93.35,94,94.95,93.05,24.77M,-1.06%,10-Apr-19,29916.6,30155.75,29768.1,29803.5,165250173,9946.96,09-04-2019,"1,341.45","1,339.95","1,347.15","1,322.10",2.25M,-0.13%,09-04-2019,397.15,387.4,398.35,387.15,13.21M,2.60%,09-04-2019,314.75,313.95,315.7,308.1,25.56M,0.62%,09-04-2019,763.4,755,766,751,5.48M,1.17%,09-04-2019,"1,141.09","1,145.75","1,148.94","1,130.98",5.39M,-0.09%,09-04-2019,"1,767.10","1,758.00","1,772.40","1,730.25",1.68M,0.92%,09-04-2019,291.43,293.5,293.73,289.07,205.36K,0.05%,09-04-2019,552.3,548,559,536.1,957.58K,0.97%,09-04-2019,132.05,130.4,132.65,127.75,22.29M,1.58%,09-04-2019,98.15,97.3,98.6,95.4,8.53M,1.03%,09-04-2019,54.65,54.15,54.8,53.65,8.14M,0.83%,09-04-2019,94.35,93.2,94.65,91.6,35.54M,1.34%,09-Apr-19,29901.5,30165.05,29703.55,30113.85,165462138,4788.34
09-04-2019,"1,341.45","1,339.95","1,347.15","1,322.10",2.25M,-0.13%,09-04-2019,397.15,387.4,398.35,387.15,13.21M,2.60%,09-04-2019,314.75,313.95,315.7,308.1,25.56M,0.62%,09-04-2019,763.4,755,766,751,5.48M,1.17%,09-04-2019,"1,141.09","1,145.75","1,148.94","1,130.98",5.39M,-0.09%,09-04-2019,"1,767.10","1,758.00","1,772.40","1,730.25",1.68M,0.92%,09-04-2019,291.43,293.5,293.73,289.07,205.36K,0.05%,09-04-2019,552.3,548,559,536.1,957.58K,0.97%,09-04-2019,132.05,130.4,132.65,127.75,22.29M,1.58%,09-04-2019,98.15,97.3,98.6,95.4,8.53M,1.03%,09-04-2019,54.65,54.15,54.8,53.65,8.14M,0.83%,09-04-2019,94.35,93.2,94.65,91.6,35.54M,1.34%,09-Apr-19,29901.5,30165.05,29703.55,30113.85,165462138,4788.34,08-04-2019,"1,343.25","1,341.00","1,347.50","1,333.20",1.59M,0.55%,08-04-2019,387.1,391.45,391.45,385,6.31M,-0.88%,08-04-2019,312.8,318.25,319.25,311.1,17.39M,-1.34%,08-04-2019,754.6,764.3,768,748.55,4.92M,-1.00%,08-04-2019,"1,142.16","1,156.92","1,158.90","1,137.52",3.20M,-0.70%,08-04-2019,"1,751.00","1,768.90","1,798.60","1,746.05",1.82M,-0.96%,08-04-2019,291.27,298.85,302.6,290.05,333.33K,-2.05%,08-04-2019,547,549.35,550.85,527.8,890.94K,-0.21%,08-04-2019,130,131.3,134.4,129.35,25.44M,-0.46%,08-04-2019,97.15,99.45,99.45,96.1,15.04M,-1.62%,08-04-2019,54.2,54.5,55.35,53.8,11.63M,0.00%,08-04-2019,93.1,93.75,95,92.3,34.25M,0.00%,08-Apr-19,30201.5,30232.05,29716.6,29845.3,147201421,3687.89
08-04-2019,"1,343.25","1,341.00","1,347.50","1,333.20",1.59M,0.55%,08-04-2019,387.1,391.45,391.45,385,6.31M,-0.88%,08-04-2019,312.8,318.25,319.25,311.1,17.39M,-1.34%,08-04-2019,754.6,764.3,768,748.55,4.92M,-1.00%,08-04-2019,"1,142.16","1,156.92","1,158.90","1,137.52",3.20M,-0.70%,08-04-2019,"1,751.00","1,768.90","1,798.60","1,746.05",1.82M,-0.96%,08-04-2019,291.27,298.85,302.6,290.05,333.33K,-2.05%,08-04-2019,547,549.35,550.85,527.8,890.94K,-0.21%,08-04-2019,130,131.3,134.4,129.35,25.44M,-0.46%,08-04-2019,97.15,99.45,99.45,96.1,15.04M,-1.62%,08-04-2019,54.2,54.5,55.35,53.8,11.63M,0.00%,08-04-2019,93.1,93.75,95,92.3,34.25M,0.00%,08-Apr-19,30201.5,30232.05,29716.6,29845.3,147201421,3687.89,05-04-2019,"1,335.95","1,330.00","1,340.05","1,326.15",1.74M,0.99%,05-04-2019,390.55,389.25,392.5,385.6,10.85M,0.46%,05-04-2019,317.05,323.7,323.7,315,23.12M,-1.48%,05-04-2019,762.2,763.95,768.75,756.1,5.34M,0.01%,05-04-2019,"1,150.24","1,141.36","1,154.31","1,138.47",4.18M,0.95%,05-04-2019,"1,767.95","1,748.00","1,774.85","1,745.15",1.18M,1.83%,05-04-2019,297.38,300.1,303,293.5,435.15K,-1.07%,05-04-2019,548.15,546,552.3,543.25,269.55K,0.43%,05-04-2019,130.6,131.95,132.85,128.8,21.26M,-0.46%,05-04-2019,98.75,95.45,100,95.3,17.96M,3.84%,05-04-2019,54.2,54.4,54.75,53.7,10.58M,0.37%,05-04-2019,93.1,94.3,94.75,92,30.28M,-0.59%,05-Apr-19,30002.85,30174,29850,30084.65,154141037,4130.84
05-04-2019,"1,335.95","1,330.00","1,340.05","1,326.15",1.74M,0.99%,05-04-2019,390.55,389.25,392.5,385.6,10.85M,0.46%,05-04-2019,317.05,323.7,323.7,315,23.12M,-1.48%,05-04-2019,762.2,763.95,768.75,756.1,5.34M,0.01%,05-04-2019,"1,150.24","1,141.36","1,154.31","1,138.47",4.18M,0.95%,05-04-2019,"1,767.95","1,748.00","1,774.85","1,745.15",1.18M,1.83%,05-04-2019,297.38,300.1,303,293.5,435.15K,-1.07%,05-04-2019,548.15,546,552.3,543.25,269.55K,0.43%,05-04-2019,130.6,131.95,132.85,128.8,21.26M,-0.46%,05-04-2019,98.75,95.45,100,95.3,17.96M,3.84%,05-04-2019,54.2,54.4,54.75,53.7,10.58M,0.37%,05-04-2019,93.1,94.3,94.75,92,30.28M,-0.59%,05-Apr-19,30002.85,30174,29850,30084.65,154141037,4130.84,04-04-2019,"1,322.90","1,337.40","1,344.75","1,317.05",2.59M,-0.85%,04-04-2019,388.75,394.4,395.7,387.3,14.52M,-0.85%,04-04-2019,321.8,321.5,325.75,318.3,27.83M,0.41%,04-04-2019,762.15,763,771.9,760,7.01M,0.09%,04-04-2019,"1,139.44","1,143.83","1,153.93","1,137.47",4.61M,-0.38%,04-04-2019,"1,736.15","1,773.60","1,782.75","1,723.25",2.16M,-2.11%,04-04-2019,300.6,300.5,303.7,292.6,295.46K,0.39%,04-04-2019,545.8,551,557.7,541.1,757.13K,-0.80%,04-04-2019,131.2,133.2,134,130.2,25.02M,-0.64%,04-04-2019,95.1,95,96.9,94.55,13.78M,-0.11%,04-04-2019,54,54.5,54.8,53.55,15.06M,-1.01%,04-04-2019,93.65,94,95.75,92.85,45.74M,-0.85%,04-Apr-19,30147.3,30245.7,29809.9,29904.9,199631082,5460.27
04-04-2019,"1,322.90","1,337.40","1,344.75","1,317.05",2.59M,-0.85%,04-04-2019,388.75,394.4,395.7,387.3,14.52M,-0.85%,04-04-2019,321.8,321.5,325.75,318.3,27.83M,0.41%,04-04-2019,762.15,763,771.9,760,7.01M,0.09%,04-04-2019,"1,139.44","1,143.83","1,153.93","1,137.47",4.61M,-0.38%,04-04-2019,"1,736.15","1,773.60","1,782.75","1,723.25",2.16M,-2.11%,04-04-2019,300.6,300.5,303.7,292.6,295.46K,0.39%,04-04-2019,545.8,551,557.7,541.1,757.13K,-0.80%,04-04-2019,131.2,133.2,134,130.2,25.02M,-0.64%,04-04-2019,95.1,95,96.9,94.55,13.78M,-0.11%,04-04-2019,54,54.5,54.8,53.55,15.06M,-1.01%,04-04-2019,93.65,94,95.75,92.85,45.74M,-0.85%,04-Apr-19,30147.3,30245.7,29809.9,29904.9,199631082,5460.27,03-04-2019,"1,334.20","1,342.00","1,357.45","1,331.00",2.77M,-0.39%,03-04-2019,392.1,399,402.8,390.65,12.32M,-1.27%,03-04-2019,320.5,331,332.45,319.5,30.55M,-2.58%,03-04-2019,761.5,770,772.75,758.7,5.59M,-0.77%,03-04-2019,"1,143.83","1,143.50","1,155.43","1,141.58",3.83M,-0.09%,03-04-2019,"1,773.60","1,784.00","1,818.00","1,761.95",2.49M,-0.05%,03-04-2019,299.43,306.5,311,298.02,445.82K,-1.92%,03-04-2019,550.2,532.1,554.7,532.1,1.60M,3.55%,03-04-2019,132.05,134.4,137.15,131.35,31.13M,-0.86%,03-04-2019,95.2,97.6,98.45,94.8,10.81M,-2.26%,03-04-2019,54.55,55.3,55.55,54.3,10.43M,-0.73%,03-04-2019,94.45,99.4,99.8,93.9,52.52M,-3.92%,03-Apr-19,30440.85,30602.55,30036.25,30093.3,193071867,5203.95
03-04-2019,"1,334.20","1,342.00","1,357.45","1,331.00",2.77M,-0.39%,03-04-2019,392.1,399,402.8,390.65,12.32M,-1.27%,03-04-2019,320.5,331,332.45,319.5,30.55M,-2.58%,03-04-2019,761.5,770,772.75,758.7,5.59M,-0.77%,03-04-2019,"1,143.83","1,143.50","1,155.43","1,141.58",3.83M,-0.09%,03-04-2019,"1,773.60","1,784.00","1,818.00","1,761.95",2.49M,-0.05%,03-04-2019,299.43,306.5,311,298.02,445.82K,-1.92%,03-04-2019,550.2,532.1,554.7,532.1,1.60M,3.55%,03-04-2019,132.05,134.4,137.15,131.35,31.13M,-0.86%,03-04-2019,95.2,97.6,98.45,94.8,10.81M,-2.26%,03-04-2019,54.55,55.3,55.55,54.3,10.43M,-0.73%,03-04-2019,94.45,99.4,99.8,93.9,52.52M,-3.92%,03-Apr-19,30440.85,30602.55,30036.25,30093.3,193071867,5203.95,02-04-2019,"1,339.45","1,344.00","1,344.85","1,328.00",1.78M,0.00%,02-04-2019,397.15,400,400,393.45,13.01M,-0.28%,02-04-2019,329,323.65,331,322.1,27.90M,1.94%,02-04-2019,767.4,769.15,774.95,761,6.59M,0.24%,02-04-2019,"1,144.88","1,157.42","1,157.42","1,140.19",5.46M,-0.73%,02-04-2019,"1,774.55","1,754.65","1,780.00","1,730.80",2.76M,1.81%,02-04-2019,305.3,295.02,307,293.07,714.39K,3.65%,02-04-2019,531.35,532.8,536,520.3,514.03K,0.24%,02-04-2019,133.2,133.7,135.4,130.8,29.69M,0.38%,02-04-2019,97.4,98.3,99.45,96,16.52M,-0.71%,02-04-2019,54.95,56.25,56.35,54.25,16.98M,-1.70%,02-04-2019,98.3,97.65,99.8,96.05,52.88M,0.82%,02-Apr-19,30450.1,30452.9,30155.85,30354.25,196482019,5205.38
02-04-2019,"1,339.45","1,344.00","1,344.85","1,328.00",1.78M,0.00%,02-04-2019,397.15,400,400,393.45,13.01M,-0.28%,02-04-2019,329,323.65,331,322.1,27.90M,1.94%,02-04-2019,767.4,769.15,774.95,761,6.59M,0.24%,02-04-2019,"1,144.88","1,157.42","1,157.42","1,140.19",5.46M,-0.73%,02-04-2019,"1,774.55","1,754.65","1,780.00","1,730.80",2.76M,1.81%,02-04-2019,305.3,295.02,307,293.07,714.39K,3.65%,02-04-2019,531.35,532.8,536,520.3,514.03K,0.24%,02-04-2019,133.2,133.7,135.4,130.8,29.69M,0.38%,02-04-2019,97.4,98.3,99.45,96,16.52M,-0.71%,02-04-2019,54.95,56.25,56.35,54.25,16.98M,-1.70%,02-04-2019,98.3,97.65,99.8,96.05,52.88M,0.82%,02-Apr-19,30450.1,30452.9,30155.85,30354.25,196482019,5205.38,01-04-2019,"1,339.40","1,336.00","1,362.00","1,326.05",3.17M,0.37%,01-04-2019,398.25,401.45,409.55,395.75,16.11M,-0.56%,01-04-2019,322.75,321.8,327.65,321.05,22.37M,0.62%,01-04-2019,765.6,780.95,783,760.6,6.02M,-1.50%,01-04-2019,"1,153.33","1,160.04","1,163.41","1,149.74",4.82M,-0.31%,01-04-2019,"1,743.05","1,797.00","1,799.00","1,739.05",2.59M,-2.08%,01-04-2019,294.55,299.3,299.73,292.73,763.59K,-1.09%,01-04-2019,530.1,528.5,534.6,525.6,602.75K,0.73%,01-04-2019,132.7,133,137.3,130.25,42.47M,3.15%,01-04-2019,98.1,96.95,99.2,96.35,28.14M,1.71%,01-04-2019,55.9,55.9,56.85,55.6,20.54M,0.72%,01-04-2019,97.5,96.1,99.9,96.1,51.69M,2.09%,01-Apr-19,30537.6,30648.1,30218.35,30326.5,224440509,5594.91
01-04-2019,"1,339.40","1,336.00","1,362.00","1,326.05",3.17M,0.37%,01-04-2019,398.25,401.45,409.55,395.75,16.11M,-0.56%,01-04-2019,322.75,321.8,327.65,321.05,22.37M,0.62%,01-04-2019,765.6,780.95,783,760.6,6.02M,-1.50%,01-04-2019,"1,153.33","1,160.04","1,163.41","1,149.74",4.82M,-0.31%,01-04-2019,"1,743.05","1,797.00","1,799.00","1,739.05",2.59M,-2.08%,01-04-2019,294.55,299.3,299.73,292.73,763.59K,-1.09%,01-04-2019,530.1,528.5,534.6,525.6,602.75K,0.73%,01-04-2019,132.7,133,137.3,130.25,42.47M,3.15%,01-04-2019,98.1,96.95,99.2,96.35,28.14M,1.71%,01-04-2019,55.9,55.9,56.85,55.6,20.54M,0.72%,01-04-2019,97.5,96.1,99.9,96.1,51.69M,2.09%,01-Apr-19,30537.6,30648.1,30218.35,30326.5,224440509,5594.91,29-03-2019,"1,334.50","1,350.00","1,352.00","1,329.10",2.26M,-0.47%,29-03-2019,400.5,402.15,402.4,395.1,18.81M,-0.01%,29-03-2019,320.75,321.1,323,316.25,30.39M,0.55%,29-03-2019,777.25,777,781.35,767.6,9.66M,-0.44%,29-03-2019,"1,156.87","1,149.74","1,159.92","1,144.45",5.97M,0.70%,29-03-2019,"1,780.00","1,812.90","1,814.95","1,770.35",2.66M,-2.26%,29-03-2019,297.8,294,302.25,286.68,1.46M,1.23%,29-03-2019,526.25,525,529.5,514,1.01M,0.75%,29-03-2019,128.65,130.95,133.1,127.65,32.70M,-1.11%,29-03-2019,96.45,94.05,98.15,93.9,23.33M,2.99%,29-03-2019,55.5,54.95,55.7,54.55,18.98M,1.56%,29-03-2019,95.5,95.8,97.55,95,39.93M,0.16%,29-Mar-19,30480.35,30499.15,30235.9,30426.8,219687116,6217.73
29-03-2019,"1,334.50","1,350.00","1,352.00","1,329.10",2.26M,-0.47%,29-03-2019,400.5,402.15,402.4,395.1,18.81M,-0.01%,29-03-2019,320.75,321.1,323,316.25,30.39M,0.55%,29-03-2019,777.25,777,781.35,767.6,9.66M,-0.44%,29-03-2019,"1,156.87","1,149.74","1,159.92","1,144.45",5.97M,0.70%,29-03-2019,"1,780.00","1,812.90","1,814.95","1,770.35",2.66M,-2.26%,29-03-2019,297.8,294,302.25,286.68,1.46M,1.23%,29-03-2019,526.25,525,529.5,514,1.01M,0.75%,29-03-2019,128.65,130.95,133.1,127.65,32.70M,-1.11%,29-03-2019,96.45,94.05,98.15,93.9,23.33M,2.99%,29-03-2019,55.5,54.95,55.7,54.55,18.98M,1.56%,29-03-2019,95.5,95.8,97.55,95,39.93M,0.16%,29-Mar-19,30480.35,30499.15,30235.9,30426.8,219687116,6217.73,28-03-2019,"1,340.75","1,338.00","1,352.00","1,328.90",4.62M,0.59%,28-03-2019,400.55,392.75,401.9,392.75,23.12M,1.87%,28-03-2019,319,310.1,339.65,309.05,63.24M,3.30%,28-03-2019,780.7,761.1,787.65,757.15,16.64M,2.82%,28-03-2019,"1,148.84","1,146.85","1,159.92","1,141.38",9.78M,0.15%,28-03-2019,"1,821.10","1,812.50","1,834.40","1,777.15",4.07M,0.93%,28-03-2019,294.18,289,295,284.5,614.69K,2.41%,28-03-2019,522.35,496.8,532.4,495,1.60M,6.02%,28-03-2019,130.1,121.75,131.4,121.55,44.20M,7.03%,28-03-2019,93.65,92,94.3,91.3,14.41M,2.02%,28-03-2019,54.65,53.4,55,53,21.01M,1.77%,28-03-2019,95.35,93.9,95.8,93.35,43.46M,2.09%,28-Mar-19,30064.8,30496.05,29969.1,30420.55,292110701,9523.9
28-03-2019,"1,340.75","1,338.00","1,352.00","1,328.90",4.62M,0.59%,28-03-2019,400.55,392.75,401.9,392.75,23.12M,1.87%,28-03-2019,319,310.1,339.65,309.05,63.24M,3.30%,28-03-2019,780.7,761.1,787.65,757.15,16.64M,2.82%,28-03-2019,"1,148.84","1,146.85","1,159.92","1,141.38",9.78M,0.15%,28-03-2019,"1,821.10","1,812.50","1,834.40","1,777.15",4.07M,0.93%,28-03-2019,294.18,289,295,284.5,614.69K,2.41%,28-03-2019,522.35,496.8,532.4,495,1.60M,6.02%,28-03-2019,130.1,121.75,131.4,121.55,44.20M,7.03%,28-03-2019,93.65,92,94.3,91.3,14.41M,2.02%,28-03-2019,54.65,53.4,55,53,21.01M,1.77%,28-03-2019,95.35,93.9,95.8,93.35,43.46M,2.09%,28-Mar-19,30064.8,30496.05,29969.1,30420.55,292110701,9523.9,27-03-2019,"1,332.85","1,349.95","1,363.90","1,325.05",3.04M,-0.75%,27-03-2019,393.2,395.4,398.45,390.15,17.95M,-0.23%,27-03-2019,308.8,305.25,310.85,304.35,35.96M,1.75%,27-03-2019,759.3,761.3,770,755.85,7.46M,0.29%,27-03-2019,"1,147.17","1,156.70","1,161.44","1,136.99",6.94M,-0.52%,27-03-2019,"1,804.25","1,730.00","1,813.45","1,720.10",5.56M,5.23%,27-03-2019,287.27,277.55,289.25,277.55,1.92M,3.29%,27-03-2019,492.7,490,498.3,484.15,586.00K,1.00%,27-03-2019,121.55,122.4,123.45,120.3,16.80M,0.62%,27-03-2019,91.8,91.1,92.6,90.6,11.51M,1.21%,27-03-2019,53.7,52.95,54.55,52.8,25.33M,2.19%,27-03-2019,93.4,93.5,95.05,92.8,44.40M,0.97%,27-Mar-19,30034.15,30262.55,29790.25,30019.8,260544922,8006.3
27-03-2019,"1,332.85","1,349.95","1,363.90","1,325.05",3.04M,-0.75%,27-03-2019,393.2,395.4,398.45,390.15,17.95M,-0.23%,27-03-2019,308.8,305.25,310.85,304.35,35.96M,1.75%,27-03-2019,759.3,761.3,770,755.85,7.46M,0.29%,27-03-2019,"1,147.17","1,156.70","1,161.44","1,136.99",6.94M,-0.52%,27-03-2019,"1,804.25","1,730.00","1,813.45","1,720.10",5.56M,5.23%,27-03-2019,287.27,277.55,289.25,277.55,1.92M,3.29%,27-03-2019,492.7,490,498.3,484.15,586.00K,1.00%,27-03-2019,121.55,122.4,123.45,120.3,16.80M,0.62%,27-03-2019,91.8,91.1,92.6,90.6,11.51M,1.21%,27-03-2019,53.7,52.95,54.55,52.8,25.33M,2.19%,27-03-2019,93.4,93.5,95.05,92.8,44.40M,0.97%,27-Mar-19,30034.15,30262.55,29790.25,30019.8,260544922,8006.3,26-03-2019,"1,342.95","1,312.25","1,347.95","1,310.05",2.05M,2.62%,26-03-2019,394.1,384.95,395.5,383.4,14.06M,2.76%,26-03-2019,303.5,294.75,305,294.75,18.30M,3.23%,26-03-2019,757.1,747.4,760.95,741.65,7.30M,1.53%,26-03-2019,"1,153.11","1,135.42","1,154.93","1,133.78",5.89M,1.32%,26-03-2019,"1,714.65","1,681.00","1,720.00","1,668.60",2.22M,1.85%,26-03-2019,278.12,277.5,279.25,270.62,1.37M,0.83%,26-03-2019,487.8,492,493.55,487,253.54K,-0.01%,26-03-2019,120.8,119.1,122.15,118.75,13.34M,2.20%,26-03-2019,90.7,88.9,91.2,88.9,9.57M,2.14%,26-03-2019,52.55,52,52.9,51.85,14.21M,1.45%,26-03-2019,92.5,91.2,93.1,90.7,24.61M,2.44%,26-Mar-19,29300.4,29950.15,29278.5,29882.15,131212876,4159.59
